Link_Header_Project_Name,State,Link_Header_project_Url,Scout id,Address,Timestamp,Data.Typ,Data.Etagenanzahl,Data.Wohnfläche ca.,Data.Grundstück ca.,Data.Zimmer,Data.Schlafzimmer,Data.Badezimmer,Data.Garage/ Stellplatz,Data.Kaufpreis,Data.Provision für Käufer,Data.Baujahr,Data.Modernisierung/ Sanierung,Data.Objektzustand,Data.Ausstattung,Data.Heizungsart,Data.Wesentliche Energieträger,Data.Energieausweis,Data.Energie­ausweistyp,Data.Endenergiebedarf,Data.Energie­effizienz­klasse,Data.Objektbeschreibung,Data.Bezugsfrei ab,Data.Garage/ Stellplatz-Kaufpreis,Data.Nutzfläche ca.,Data.Bauphase,Data.End­energie­verbrauch,Data.Mieteinnahmen pro Monat,Data.Energie­ver­brauchs­kennwert,Data.Internet,Data.Denkmalschutzobjekt
"NEUIst dieses BARRIEREFREIES Reihenmittelhaus nicht das, wonach Sie schon lange suchen?",bremen,https://www.immobilienscout24.de/expose/129357624,Objekt-Nr.: 5098#bn7GcD|Scout-ID: 129357624,"28307 Bremen, Mahndorf",2021-09-09 16:14:31.559345,Reihenmittelhaus,2,140  m²,250  m²,5,4,2,1 Garage,460.000 €,Nein,1980,"zuletzt 
        
        
          
          
            2019",Saniert,Gehobene Qualität,Gas-Heizung,,,,,,"Auf ca. 140 m² Wohnfläche verteilen sich 5 Zimmer.
Das Erdgeschoss verfügt über zwei Schlafräume, ein Duschbad, ein Abstellraum und eine offene Wohnküche (mit Einbauküche), von der Sie die gemütliche Terrasse und den überschaubaren Garten erreichen.Im Garten bietet ein Geräteschuppen Platz für Fahrräder und Gartengeräte.

Das Obergeschoss präsentiert Ihnen zwei Schlafräume, ein geräumiges Tageslichtbad mit Wanne und ein Abstellraum.

Eine Garage rundet dieses Angebot ab.",,,,,,,,,
NEUSolides vermietetes Dreifamilien-Reihenhaus in der Bremer Neustadt,bremen,https://www.immobilienscout24.de/expose/129423245,Scout-ID: 129423245,"28201 Bremen, Südervorstadt",2021-09-09 16:14:52.533203,Mehrfamilienhaus,3,188  m²,130  m²,9,,,,495.000 €,"5,95 % vom Kaufpreis",1961,,,Normale Qualität,Zentralheizung,Erdgas leicht,liegt vor,Verbrauchsausweis,,E,"Das angebotene Mehrfamilienhaus liegt in der Bremer Neustadt. Sehr gute Einkaufsmöglichkeiten, die Straßenbahnanbindung und auch die Bremer City sind in der Nähe.

Das um 1961 errichtete solide Reihenhaus mit seitlichem Durchgang zum Hof verfügt über drei gut aufgeteilte vermietete Wohnungen, das Kellergeschoss und den über eine feste Treppe zugänglichen großen Spitzboden.  

Im Kellergeschoss sind  Abstellräume für die Wohnungen, der Heizungsraum sowie die Waschküche mit Waschmaschinenanschlüssen und ebenerdigem Ausgang in den gemeinschaftlichen Hof. Außerdem gibt es hier einen beheizten „Hobbyraum“, den man bei Neuvermietung ggf. der Erdgeschoss-Wohnung zuordnen könnte.					                            

Der große Spitzbodenbereich ist über eine feste Geschosstreppe erreichbar. Da er beheizt und mit Fenstern ausgestattet ist, wäre dieser Bereich ebenfalls als Zubehör- oder Hobbyraum nutzbar.

Alle drei Wohnungen sind vermietet. 
Die Jahresnettomiete beträgt 15.720 €.",,,,,138 kWh/(m²*a),1.310 €,,,
NEUBremerhaven / Gepflegtes Mehrfamilienhaus mit 10 WE und enormen Renditepotential in 1a-Lage,bremen,https://www.immobilienscout24.de/expose/129613442,Objekt-Nr.: 92154|Scout-ID: 129613442,"27570 Bremerhaven, Geestemünde",2021-09-09 16:15:12.891081,Mehrfamilienhaus,4,600  m²,531  m²,25,,,,765.000 €,"6,00% des Kaufpreises zzgl. MwSt.",1951,,Gepflegt,Normale Qualität,Zentralheizung,Gas,,,,,"Das gepflegte, im Jahre 1951 erbaute Mehrfamilienhaus mit insgesamt 10 Wohneinheiten befindet sich in absoluter Toplage in Bremerhaven/Geestemünde -unweit vom Am Neumarkt mit seinem historischen Wasserturm- in der Neumarktstraße.

Das auf einem 531 m² großen Grundstück mit Nebengebäude und großem Gemeinschaftsgarten gelegene Objekt bietet auf jeder Etage jeweils eine 48 m² große 2-Zimmer-Wohnung mit Balkon sowie eine 3-Zimmer-Wohnung mit einer Wohnfläche von insgesamt 71 m².

Den Mietern steht in einem hinter dem Haus gelegenen Nebengebäude ein Fahrradraum, ein Trockenboden sowie ein ca. 300 m² großer Garten zur gemeinschaftlichen Nutzung zur Verfügung. Des Weiteren gehört zu jeder Wohnung ein einzelner Kellerraum.

Hervorzuheben ist, dass der jetzige Eigentümer die schon zum Teil seit über 20 Jahren bestehenden Mietverträge nie  erhöht hat und auch bei neuerlichen Vermietungen stets weit unter den hier herrschenden Vergleichsmieten lag, womit eine sofortige Mieterhöhung von 15 % gegeben ist.

BITTE BEACHTEN SIE, DASS WIR NUR EXPOSÉS ONLINE VERSENDEN BEI VOLLSTÄNDIGER ANGABE DER ADRESSE UND TELEFONNUMMER!",,,160  m²,,,2.925 €,,,
NEUIhr neues Projekt: 2 WE und viel Potenzial in zentraler und ruhiger Lage in Bremen-Walle,bremen,https://www.immobilienscout24.de/expose/129556767,Scout-ID: 129556767,"28219 Bremen, Walle (Ortsteil)",2021-09-09 16:15:29.125072,Reihenmittelhaus,3,"169,37  m²",193  m²,7,5,2,,319.000 €,"Die Courtage i.H.v. % 3,57 inkl. MwSt. ist bei Kaufvertragsabschluss verdient und fällig.",1922,,Renovierungsbedürftig,Einfache Qualität,,Öl,,,,,"+++ Link zum 360°-Rundgang: https://app.immoviewer.com/portal/tour/2381000?accessKey=6172 +++

Starten Sie mit diesem renovierungsbedürftigen Reihenmittelhaus in vorteilhafter Lage von Bremen-Walle in Ihr neues Projekt: Auf einer Wohnfläche von ca. 169,37 m² werden Ihnen hier gleich 2 Wohneinheiten mit viel Platz geboten. Dank der vorteilhaften Raumaufteilung eignet sich die Immobilie nicht nur als gemütliches Eigenheim für Handwerker, die Ihren individuellen Wohntraum realisieren möchten, sondern auch als einmalige Gelegenheit für clevere Kapitalanleger.

Da das Objekt leer steht, kann sofort mit den notwendigen Sanierungsarbeiten begonnen werden. Beide Wohneinheiten erstrecken sich jeweils über 2 Etagen: Die Wohnung im Souterrain und Erdgeschoss des Hauses verfügt über 4 große Zimmer, einen direkten Gartenzugang, eine Küche mit Einbauküche und Balkonzugang sowie ein Badezimmer mit Dusche. Über das 1. und 2. Obergeschoss erstreckt sich ebenfalls eine Wohneinheit, die durch 3 freundliche Zimmer, eine geräumige Küche mit Balkonzugang sowie ein Badezimmer mit Dusche und Wanne überzeugt. Zusätzliches Ausbaupotenzial bietet zudem eine Dachnische im 2. Obergeschoss.

Eine Kernsanierung des Objekts ist erforderlich. Parkmöglichkeiten werden Pkw-Eigentümern auf der Straße vor dem Haus geboten.

Der Energieausweis ist beantragt und liegt spätestens zur Besichtigung vor.

Objektnr: 1033311",ab sofort,,,Haus fertig gestellt,,,,,
NEUZweifamilienhaus mit pflegeleichtem Grundstück,bremen,https://www.immobilienscout24.de/expose/129455215,Objekt-Nr.: QU374|Scout-ID: 129455215,"27568 Bremerhaven, Lehe",2021-09-09 16:15:41.222035,Mehrfamilienhaus,,180  m²,200  m²,7,5,2,,349.000 €,"7,14% inkl. MwSt.",1899,,Vollständig renoviert,,Etagenheizung,Gas,liegt vor,Bedarfsausweis,"170,4 kWh/(m²*a)",F,"Zweifamilienhaus mit freiwerdender Erdgeschosswohnung in Bremerhaven Lehe. 
Eigennutzung und Kapitalanlage zugleich!",,,,,,,,,
NEUModernes Mehrfamilienhaus mit starker Rendite,bremen,https://www.immobilienscout24.de/expose/129455194,,,2021-09-09 16:15:50.504567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEUFAMILIENTRAUM auf großzügigem Grundstück,bremen,https://www.immobilienscout24.de/expose/129358207,Objekt-Nr.: 42510101-04739|Scout-ID: 129358207,"27578 Bremerhaven, Leherheide",2021-09-09 16:16:02.791196,Einfamilienhaus (freistehend),,300  m²,1.051  m²,7,4,1,2 Außenstellplätze,449.000 €,"3,57 % inkl. ges. MwSt.",1994,"zuletzt 
        
        
          
          
            2019",,,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,,C,"Bei dieser Immobilie handelt es sich um ein attraktives, im Jahr 1994 gebautes Einfamilienhaus in bevorzugter Wohnlage nahe des Wasserwerkswaldes Leherheide. Das großzügige, ca. 1051m² große Grundstück bietet Ihnen viel Privatsphäre und Gestaltungsraum für Gartenliebhaber. Das Haus besticht durch eine perfektionierte, familienfreundliche Raumaufteilung mit architektonisch klaren Strukturen auf ca. 300 m² Wohnfläche. Das Erdgeschoss ist unterteilt in Diele, Küche, Esszimmer, Wohnbereich, Büro/Arbeitszimmer, Garderobe und Gäste-WC. Sie betreten das moderne Haus durch einen lichtdurchfluteten Eingangsbereich. Die stilvolle Küche + EBK aus dem Jahr 2019 ist mit hochwertigen Einbaugeräten, praktischen Aufbewahrungssystemen und einer Kochinsel ausgestattet. Das Herzstück des Hauses ist der ca. 55 m² große Wohn-/Essbereich. Ein optimal geplanter Lichteinfall sorgt für eine angenehme und freundliche Atmosphäre. Zudem gelangen Sie von hier aus ebenerdig auf die herrliche Terrasse und den weitläufigen Garten, der Sie zum Entspannen oder zum geselligen Beisammensein mit Freunden und Familie einlädt. Das Dachgeschoss ist unterteilt in ein Schlafzimmer, zwei große Kinderzimmer, eine Galerie sowie einem Vollbad, welches mit einem Doppelwaschbecken und einer Fußbodenheizung ausgestattet ist. Das Elternschlafzimmer liefert Ihnen außerdem einen Zugang zum Balkon, wo Sie die aufgehende Morgensonne genießen können. Ein Vollkeller, welcher für ausreichend Stau- und Nutzfläche sorgt sowie PKW-Stellplätze vor dem Haus komplettieren dieses Angebot. Überzeugen Sie sich bei einem persönlichen Besichtigungstermin selbst von dem wohnlichen Charakter, der stilvollen Atmosphäre und vielen Extras.",,,200  m²,,"97,8 kWh/(m²*a)",,,,
NEUBRUNE IMMOBILIEN - Bremerhaven-Twischlehe: Selbst nutzen oder Kapital anlegen?,bremen,https://www.immobilienscout24.de/expose/129345021,Objekt-Nr.: 342307|Scout-ID: 129345021,"27580 Bremerhaven, Lehe",2021-09-09 16:16:14.848783,Mehrfamilienhaus,3,280  m²,1.100  m²,11,,4,Garage,449.000 €,"3,57% vom Kaufpreis (inkl. MwSt.)",1936,,,,Etagenheizung,Gas,liegt vor,Bedarfsausweis,"244,6 kWh/(m²*a)",H,"Grundstück: ca. 1.100 m²
 
Objektart: 3-Familienhaus
 
Baujahr: ca. 1936, Anbau ca. 1976
 
Wohn-/Nutzfläche: ca. 280 m² gesamt
 
Wohneinheiten: 3
 
Geschosse: 3 Zimmer: 10,5 Zimmer, 3 Küchen, 4 Bäder
 
Aufteilung: EG: 5 Zimmer, Küche, 2 Bäder, Abstellraum OG: 3,5 Zimmer, Küche, Bad DG: 2 Zimmer, Küche, Bad
 
Bäder: EG: Duschbad und Wannenbad aus den 70´ern deckenhoch gefliest OG: Duschbad aus 2010, halbhoch gefliest mit Fenster DG: Duschbad, halbhoch gefliest
 
Balkone: kleiner Balkon im OG vorhanden, in Süd-Ausrichtung
 
Fenster: EG: Holzfenster (Bj 1973), 2 größere Fenster aus 2006, tlw. Außenrollläden OG: Kunststofffenster des Herstellers Kömmerling mit Wärme-/Isolierglas und Schallschutz (2011-2013 erneuert), tlw. Außenrollläden DG: Kunststofffenster des Herstellers Kömmerling mit Wärme-/Isolierglas und Schallschutz (Bj 2006), tlw. Außenrollläden
 
Türen: EG/DG: Holzzargen, Holztüren (durch Portas in Holzoptik beschichtet) OG: Holztüren und Holzzargen in Holzoptik und Landhausstil (durch Portas beschichtet)
 
Fußböden: textile und keramische Beläge, Laminat, PVC
 
Heizung: Gasetagenheizungen (Bj 2003, 2006, 2010)
 
Zustand: gepflegter Allgemeinzustand
 
Keller: Vollkeller (Haupthaus und Anbau), guter und trockener Zustand, Ausgang zur Auffahrt
 
Fassade: Putzfassade, gestrichen
 
Dach: Walmdach mit Gauben, Eindeckung mit Tonpfannen
 
Geschossdecken: Holzbalkenlage
 
Garage: Doppelgarage mit elektrisch betriebenem Rolltor
 
Kfz-Stellplatz: auf der Auffahrt vorhanden
 
Sonstiges: Gegensprechanlage mit Türöffner in den Wohnungen; Zwischendecke DG/Spitzboden, Abseiten gedämmt und Außenwände teilweise in Höhe des EG gedämmt; im Garten ist eine Drainagepumpe (automatik-gesteuert) verlegt
 
Energieausweis: siehe Anlage
 
Mieteinnahmen: Das gesamte Haus wird eigengenutzt, sodass keine Mieteinnahmen bestehen.
 
Erschließungskosten: abgerechnet und bezahlt
 
Übergabe: nach Vereinbarung",nach Vereinbarung,,,,,,,,
NEUAnlageobjekt mit 4 Einheiten in Walle zu verkaufen,bremen,https://www.immobilienscout24.de/expose/129319389,Objekt-Nr.: Kensington_KBR_243|Scout-ID: 129319389,"28219 Bremen / Walle, Walle (Ortsteil)",2021-09-09 16:16:30.761158,Mehrfamilienhaus,,150  m²,166  m²,8,4,4,,439.000 €,"5,95 %  inkl. 19 % MwSt.",1929,,,,Zentralheizung,Gas,liegt vor,Bedarfsausweis,195 kWh/(m²*a),,"Mehrparteienhaus mit 4 gut vermieteten Wohneinheiten in Walle.
Das in 1929 erbaute Haus verfügt über ca. 198 m² Wohn-/ und Nutzfläche die sich wie folgt aufteilt:

Wohnung im Erdgeschoss / ca. 40 m² Wohnfläche / 520,00 € Kaltmiete
2 Zimmer, Duschbad, Küche mit Einbauküche, Flur

Wohnung im 1. Obergeschoss / ca. 40 m² Wohnfläche / 520,00 € Kaltmiete
2 Zimmer, Duschbad, Küche mit Einbauküche, Flur, Balkon

Wohnung im 2. Obergeschoss / ca. 40 m² Wohnfläche / 295,00 € Kaltmiete
2 Zimmer, Duschbad, Küche mit Einbauküche, Flur, Balkon

Wohnung im Dachgeschoss / ca. 30 m² Wohnfläche / 396,67 € Kaltmiete
2 Zimmer, Duschbad, Küche mit Einbauküche, Flur, Spitzboden

Keller + gemeinschaftlich genutzte Flächen / ca. 48 m² Nutzfläche 
4 Kellerräume, Waschküche, Hausflur

Der Garten auf dem ca. 166 m² Grundstück wird von allen Parteien genutzt und kann über die Waschküche erreicht werden.

Demnach ergibt sich eine jährliche Kaltmiete von 20.780 € und eine Rendite von ca. 4,7 %.

Instandhaltungsmaßnahmen wurden regelmäßig und bei Bedarf durchgeführt. Unter anderem wurden in 2019 alle Bäder modernisiert, teilweise die Küchen ausgetauscht, Wand- sowie Bodenbeläge, Heizung in 2012, Fassade in 2009 und in 2019 wurde ein Dachfenster mit Notausstieg installiert.

Weitere Bilder sowie Grundrisse erhalten Sie mit dem Exposé.
Wir freuen uns auf Ihre Anfrage.",,,48  m²,,,,,,
Provisionsfrei für Käufer - Attraktives 10 - Familienhaus zur Kapitalanlage - Bremerhaven Lehe,bremen,https://www.immobilienscout24.de/expose/129255026,Objekt-Nr.: 361#0Iii7O|Scout-ID: 129255026,"27568 Bremerhaven, Mitte",2021-09-09 16:16:42.639324,Mehrfamilienhaus,4,"448,34  m²",232  m²,21,10,10,,599.000 €,Nein,1908,,Gepflegt,Normale Qualität,,Gas,liegt vor,Bedarfsausweis,"189,7 kWh/(m²*a)",F,"Attraktive Kapitalanlage in Bremerhaven / Lehe. 

Dieses Mehrfamilienhaus mit 10 Parteien sucht einen neuen Kapitalanleger.

Je Etage befinden sich 2 Wohnungen in diesem Haus aus dem Baujahr 1908, was durchgehend renoviert worden ist. 

Es ist voll vermietet und erwirtschaftet z.Zt. 29.993 Euro Kaltmiete I Steigerungspotenzial vorhanden. 

Alle Wohnungen weisen einen durchschnittlichen Standard auf. 

Das Objekt ist voll unterkellert mit Abteilen für jede Wohneinheit. Teilweise hat der Keller leichte Feuchtigkeitsprobleme. 

Der Hinterhof steht der für die Allgemeinheit zum Wäschetrocknen, als Abstellpatz für Fahrräder, sowie für die Mülltonnen zur Verfügung. 

Da das Dachgeschoß ausgebaut ist, gibt es keinen Dachboden.


Objekttyp: Mehrfamilienhaus mit 10 Wohneinheiten

Wohnfläche:
WE 01, EG links          48,99 m²
WE 02, EG rechts       36,52 m²
WE 03, I.OG links       50,59 m²
WE 04, I.OG rechts    42,87 m²
WE 05, II.OG links      51,48 m²
WE 06, II.OG rechts   45,02 m²
WE 07, III.OG links     51,48 m²
WE 08, III.OG rechts  45,02 m²
WE 09, IV.OG links     42,74 m²
WE 10, IV:OG rechts  33,73 m²

Gesamtwohnfläche: 448,34 m²

Fragen oder Besichtigung erwünscht? Rufen Sie uns gerne an:  030 - 233 22 6230",,,,,,,,,
Nähe Kennedy Platz - Ladengeschäft und eine drei Zimmer Wohnung - Aufstockung möglich!,bremen,https://www.immobilienscout24.de/expose/129253271,,,2021-09-09 16:16:52.486541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schönes Zweifamilienhaus in zentraler Lage Bremens,bremen,https://www.immobilienscout24.de/expose/129252193,Objekt-Nr.: 112885|Scout-ID: 129252193,"28215 Bremen, Regensburger Straße",2021-09-09 16:17:06.769204,Mehrfamilienhaus,2,150  m²,160  m²,9,,2,2 Stellplätze,549.000 €,"3,57 %",1935,,,,Gas-Heizung,Gas,liegt zur Besichtigung vor,,,,"Energieausweis ist in Arbeit. Für das hier vorliegende Objekt gibt es aktuell keinen gültigen Energieausweis. Dieser wurde bereits vom Eigentümer beantragt.
In einer ruhigen, bevorzugten Wohnlage von Bremen Findorff, befindet sich dieses Reihenmittelhaus in einem sehr gepflegten Zustand. Im ebenerdigen Bereich befindet sich eine große Wohnung. Die zweite Wohnung erstreckt sich aus dem Obergeschoss und dem Dachgeschoss. Es eröffnet sich somit die Möglichkeit die Immobilie insgesamt selbst zu bewohnen oder jedoch einen Teil zu vermieten. Der großzügige Keller bietet einen direkten Zugang zur Terrasse und in den Garten. Zwei Balkone, jeweils im Erd-/ und im Obergeschoss laden an warmen Sonnentagen zum Entspannen und Relaxen ein. Im Inneren herrscht eine helle und freundliche Atmosphäre. Beheizt wird das Objekt durch eine Gas-Heizung. 

Eine Immobilie für Menschen, die sich Ihren Traum eines eigenen Reihenhauses vom beliebten Stadtteil Findorff verwirklichen möchten und dabei auf eine vielseitige Verwendbarkeit nicht verzichten möchten.",31.12.2022,0 €,,,,,,,
Bremen - Oberneuland • Großartiges Zweifamilienhaus mit schönem Grundstück in beliebter Lage,bremen,https://www.immobilienscout24.de/expose/129208882,Objekt-Nr.: BI-217|Scout-ID: 129208882,"28355 Bremen, Oberneuland",2021-09-09 16:17:19.748734,Mehrfamilienhaus,3,"253,14  m²",1.200  m²,13,7,2,2 Garagen,699.000 €,"3,57 % des Kaufpreises inkl. MwSt., jeweils vom Käufer und Verkäufer",1970,,,,Zentralheizung,Öl,liegt vor,Bedarfsausweis,"173,9 kWh/(m²*a)",,"Mit diesem einzigartigen Zweifamilienhaus in einer sehr guten Lage in Oberneuland erhalten Sie nicht nur die Gelegenheit, Ihr Traumhaus zu erwerben, sondern Sie können es auch ganz individuell und nach Ihren eigenen Vorstellungen fertigstellen.

Ihnen werden hier auf insgesamt ca. 253 qm Wohnfläche viele geräumige und helle Zimmer sowie ein Großteil an bereits geleisteter Vorarbeit geboten.

So wurde beispielsweise schon eine dreiadrige Elektrik verlegt und neue Kupferrohre installiert. Außerdem wurde auch schon ein KNX-Kabel für eine Smarthome-Einrichtung vorbereitet.

Zudem wurde eines der Badezimmer teilrenoviert und in zwei weiteren Bädern wurden schon die Anschlüsse und Spülkästen vorinstalliert. Ebenso sind Räume für zwei Küchen eingeplant worden.

Die alten Fenster sind zum Teil durch dreifach verglaste Fenster ausgetauscht worden und eine Fußbodenheizung im Erdgeschoss wurde bereits verlegt. 
Der Einbau einer Fußbodenheizung im Obergeschoss ist auch schon in Planung.

Projektiert sind des Weiteren die Innendämmung, Regenrinnen und die Fertigstellung der wasserdichten Dacheindeckung.

Der Dachboden ist schon vollständig ausgebaut, bietet zusätzlichen Raum und kann ganz individuell genutzt werden.

Der große, bereits bepflanzte Garten hat noch viel Potenzial für ergänzende kreative Gestaltungsideen, um einen wahren Traumgarten zum Wohlfühlen für die ganze Familie herzurichten.

Dafür sorgen auch die beiden Terrassen, die bei gutem Wetter mit Familie und Freunden zum Grillen und ausgelassenen Feiern einladen.

An einer der Terrassen befindet sich ein zusätzlicher Abstellraum, wo Sie Ihre Gartengeräte oder Fahrräder sicher abstellen können.

Dank der langen Einfahrt, in der Ihr Besuch vor der großen, ca. 35 qm großen Doppelgarage den Pkw abstellen kann, fällt die lästige Parkplatzsuche zukünftig komplett weg.

Mit guten Ideen und überschaubaren Investitionen kann aus dem großen Haus Ihr traumhaftes Eigenheim geschaffen werden.

Wir freuen uns auf Ihren Besuch!",nach Abspache,,"170,36  m²",,,,,,
Haus in Gröpelingen,bremen,https://www.immobilienscout24.de/expose/129162614,Objekt-Nr.: G210701 (1/341)|Scout-ID: 129162614,"28237 Bremen, Gröpelingen (Ortsteil)",2021-09-09 16:17:31.262271,,,230  m²,350  m²,8,6,2,1 Stellplatz,339.000 €,"Die Courtage beträgt marktübliche 5,95 % inkl. MwSt. für den Käufer.",1950,"zuletzt 
        
        
          
          
            2018",,Normale Qualität,,Gas,liegt vor,Verbrauchsausweis,,D,"Die bewertete Immobilie ist ein in den ca. 1950er Jahren errichtetes Zweifamilienhaus welches ca. in den 1980er Jahren um einen Anbau ergänzt wurde. Die Immobilie besitzt eine Klinkerfassade, das Tonpfannen-dach ist aus den 1980er Jahren. Das Haus teilt sich in zwei Maisonettewohnungen. Die Wohnung im Erdge-schoss verfügt eine moderne Einbauküche mit Zugang zu dem zugehörigen Garten. Ein großzügiges Wohn- und Esszimmer, eine Gästetoilette sowie ein Kinder-zimmer und Schlafzimmer komplementieren das Ange-bot auf dieser Ebene. Zu dieser Wohneinheit gehört ein separater Teil des Kellers sowie das Badezimmer welches sich im Kellergeschoss befindet. Die Wohnung im Obergeschoss des Hauses verfügt über vier Schlafzimmer verteilt auf zwei Ebenen, sowie ein sehr großes Wohn- und Esszimmer mit abgetrennter Schlafnische. Die Küche ist älteren Baujahres und verfügt über Zugang zu dem Balkon. Das Badezimmer mit Badewanne befindet sich im Dachgeschoss, jede Ebene hat eine separate Gästetoilette. Das Dachgeschoss besitzt eine großzügige Dachterrasse mit Blick in den Garten. Die gesamte Immobilie ist unterkellert. Die Garage im Keller ist über die Auffahrt zugänglich, wird jedoch derzeit als Fahrradraum genutzt.",,,130  m²,,114 kWh/(m²*a),,,,
